POI Type,ID,Name,X,Y,Z,Reference System,Notes
carrier,FC820,"AOE TAZMANIAN ANGEL [T9T-60T]",-314.344,-221.719,-890.344,California Sector JH-V c2-12,"DockingPermit: UNKNOWN+|+bartender, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, redemption"
carrier,FC821,Multiple Fleet Carriers,-320,0,-920,,"+|++|+AOE LADY OF THE LAKE [T9T-72F] -- California Sector BA-A e6+|+DockingPermit: UNKNOWN+|+(bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption)+|++|+Miskatonic University [T9Z-WTT] -- California Sector BA-A e6+|+DockingPermit: UNKNOWN+|+(bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption)+|++|+"
carrier,FC822,"FGS HEKATE [VHZ-BQZ]",-311.312,55.5312,19561.3,Ogaimy HD-V c2-268,"DockingPermit: FRIENDS+|+bartender, rearm, refuel, repair, socialspace"
carrier,FC823,"[G7H-47Z]",-1249.81,-170.688,6320.69,Pyramoe QZ-O c22-1,"DockingPermit: UNKNOWN+|+UC, pioneersupplies, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC824,"[T0J-W9H]",-8797.69,1052.91,19250.7,Dryuae Aoscs CO-F d12-719,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC825,"M***********N [X5Y-7KK]",2629.66,1126.84,-3044.19,Ploea Theia BI-Q d6-0,"DockingPermit: UNKNOWN+|+bartender, blackmarket, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC826,"LIVEWARE PROBLEM [V7M-LHY]",-109.719,179.375,-660.75,Wredguia FP-R d4-8,"DockingPermit: UNKNOWN+|+rearm, refuel, repair, shipyard, socialspace"
carrier,FC827,"KRUCAZEKS [HUTT] [H2V-78L]",-10864.2,-235.312,14459.3,Floabs IX-X c3-116,"DockingPermit: UNKNOWN+|+bartender, UC, pioneersupplies, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC828,"BPFC TRAVELLER'S DREAM [K6N-07Y]",-1083.16,4.15625,378.438,Stock 1 Sector ER-V c2-26,"DockingPermit: ALL+|+livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC829,"BOMBER X [B2H-20Z]",-1994.56,85.75,4631.88,Traikoa DQ-D b26-4,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC830,"[QHW-T2J]",-33,17.7188,1968.78,Blu Thua LV-L b21-5,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC831,"SOLITUDE AETURNUS [T9Z-G6N]",-30.4375,73.2812,2500.56,Blu Thua SH-I c23-19,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC832,"DEATH KNELL [V0H-58N]",470.688,-59.9688,23012.4,Athaip YR-H d11-6161,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC833,"BANDITO LAIR [Q7L-1XY]",71.5625,54.4375,1098.22,HD 157016,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC834,"CANTERBURY [V7L-94G]",78.4375,-7.4375,30871.5,Eos Briae NF-Y b55-82,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC835,Multiple Fleet Carriers,70,0,-970,,"+|++|+P.T.N. BUCEPHALUS [G1Q-83G] -- HD 104495+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+PTN Sparkling Wine [G2V-9VB] -- HD 104495+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+DAS GRINDER HAUS [G3J-N8M] -- HD 104495+|+DockingPermit: UNKNOWN+|+(UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics)+|++|+N.A.C. ZURI'S SORROW [G3Q-NKQ] -- HD 104495+|+DockingPermit: UNKNOWN+|+(socialspace)+|++|+N.A.C. Tressyms Flight [G3T-L4Y] -- HD 104495+|+DockingPermit: UNKNOWN+|+(blackmarket, UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, redemption)+|++|+P.T.N. RESOLUTE II [G4H-09Z] -- HD 104495+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+N.A.C. Blue Dreamer [G4H-9VK] -- HD 104495+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+FLEET CARRIER [G8F-90J] -- HD 104495+|+DockingPermit: UNKNOWN+|+(no services)+|++|+FLEET CARRIER [G9X-5KQ] -- HD 104495+|+DockingPermit: UNKNOWN+|+(no services)+|++|+HMS SIRIUS [H3J-4VL] -- HD 104495+|+DockingPermit: ALL+|+(refuel, socialspace)+|++|+U.S.S ICE CREAM TRUCK [H9L-BHB] -- HD 104495+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, shipyard, socialspace)+|++|+SALVATION [HFY-7TN] -- HD 104495+|+DockingPermit: UNKNOWN+|+(socialspace)+|++|+P.T.N. PURGATORIO [HHB-54N] -- HD 104495+|+DockingPermit: UNKNOWN+|+(socialspace)+|++|+HFY ADVENT [J1X-NVY] -- HD 104495+|+DockingPermit: UNKNOWN+|+(no services)+|++|+DURN'S RESPITE [J6B-G3T] -- HD 104495+|+DockingPermit: UNKNOWN+|+(UC, rearm, refuel, repair, socialspace, vistagenomics, redemption)+|++|+P.T.N. DISCOVERY [JNL-40Z] -- HD 104495+|+DockingPermit: UNKNOWN+|+(bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption)+|++|+OPERATION ESSEX [K8H-T4F] -- HD 104495+|+DockingPermit: ALL+|+(socialspace)+|++|+ECHO CHAMBER [KLK-4KQ] -- HD 104495+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+TCG yildiz [KNK-N4T] -- HD 104495+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+EPITAPH OF THE STARS [QFQ-8TV] -- HD 104495+|+DockingPermit: UNKNOWN+|+(bartender, pioneersupplies, rearm, refuel, repair, socialspace, vistagenomics)+|++|+NIMROD [QHL-29G] -- HD 104495+|+DockingPermit: UNKNOWN+|+(refuel, socialspace)+|++|+N.A.C. Sweet Child [T0X-14J] -- HD 104495+|+DockingPermit: UNKNOWN+|+(bartender, UC, rearm, refuel, repair, socialspace, vistagenomics)+|++|+MCRN SCIROCCO [T3L-W4J] -- HD 104495+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+ELIZABETH DANE [T5X-44G] -- HD 104495+|+DockingPermit: UNKNOWN+|+(no services)+|++|+BACCHUS [T7T-BQW] -- HD 104495+|+DockingPermit: UNKNOWN+|+(socialspace)+|++|+EURYBIA [T8Z-59J] -- HD 104495+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+KRIOS [T9K-B6V] -- HD 104495+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+N.A.C. HUT 11 [T9K-GKH] -- HD 104495+|+DockingPermit: ALL+|+(socialspace)+|++|+P.T.N. Galileo [T9W-16Z] -- HD 104495+|+DockingPermit: UNKNOWN+|+(refuel, repair, shipyard, socialspace)+|++|+ASTRAIOS [T9X-58H] -- HD 104495+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+PERSES [T9Z-77G] -- HD 104495+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+FIRE KEEPER [TFZ-02H] -- HD 104495+|+DockingPermit: ALL+|+(socialspace)+|++|+P.T.N. TURTLE SOUP [TLT-45X] -- HD 104495+|+DockingPermit: UNKNOWN+|+(socialspace)+|++|+P.T.N RATATOUILLE [TLT-5HV] -- HD 104495+|+DockingPermit: UNKNOWN+|+(socialspace)+|++|+B-7R THE ROUND TABLE [TNG-92F] -- HD 104495+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+==Ball Gargler== [V0Z-TVX] -- HD 104495+|+DockingPermit: UNKNOWN+|+(socialspace)+|++|+FLEET CARRIER [V3G-G9F] -- HD 104495+|+DockingPermit: UNKNOWN+|+(no services)+|++|+""TROBA"" [VZG-15B] -- HD 104495+|+DockingPermit: UNKNOWN+|+(no services)+|++|+FURYA'S FOLLY [X2Q-66H] -- HD 104495+|+DockingPermit: UNKNOWN+|+(no services)+|++|+TRADERS PARADISE [X7Q-NXH] -- HD 104495+|+DockingPermit: UNKNOWN+|+(no services)+|++|+"
carrier,FC836,"Grumpy [T7N-33W]",-669.094,-215.719,-153.719,Synuefai BY-I b42-1,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC837,"USS Grumpy Papa [T9Z-3VN]",-3047.38,-7.96875,3226.91,Smojoo EF-R d4-22,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC838,"QUANTUM RIFT [T5L-LQF]",-1440.31,1016.75,-141.406,Plaa Eurk RK-Q c21-0,"DockingPermit: UNKNOWN+|+bartender, rearm, refuel, repair, socialspace"
carrier,FC839,"[VLJ-5KY]",2522.69,19.3125,3864.53,Byaa Theia CP-E c25-9,"DockingPermit: UNKNOWN+|+bartender, blackmarket, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, redemption"
carrier,FC840,"[TBT-85L]",-3501.22,15.125,-1743.81,Outordy GN-Z b27-0,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC841,"VOID TITAN [TZH-33Y]",4659.56,47.5312,3785.22,Byoi Thae HW-E d11-113,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC842,"BLUE DREAM [Q6B-49X]",-4085.75,-381.844,2941.81,Drojau ZO-Y d1-8,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC843,"snpx Workhorse [HLN-03H]",-3291.47,-165.938,6671.34,Nyeajaae PO-D c1-5,"DockingPermit: UNKNOWN+|+bartender, rearm, refuel, repair, socialspace"
carrier,FC844,"Q*****A [T8T-65M]",38.6875,11.5938,25962,Stuemeae FG-Y d868,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC845,"[HZB-36Z]",577.75,221.438,-3780.12,Col 89 Sector TZ-U b46-1,"DockingPermit: UNKNOWN+|+UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC846,Multiple Fleet Carriers,570,0,-820,,"+|++|+STARLING'S ROOST [G1W-B7Z] -- BD-12 1172+|+DockingPermit: UNKNOWN+|+(bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption)+|++|+ANCIENT NAVACCHIO NLSP [H4B-26V] -- BD-12 1172+|+DockingPermit: UNKNOWN+|+(bartender, UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption)+|++|+Omuamua [T9Q-NHW] -- BD-12 1172+|+DockingPermit: UNKNOWN+|+(livery, outfitting, rearm, refuel, repair, shipyard, socialspace)+|++|+"
carrier,FC847,"[Q8F-T6X]",-5006.03,316,1722.66,NGC 6871 Sector IC-B b30-0,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC848,"DSSA Nest [KLL-1KJ]",27648.7,407.469,42867.7,Uctailts UD-S d4-3,"DockingPermit: ALL+|+UC, livery, outfitting, rearm, repair, shipyard, socialspace"
carrier,FC849,"DSSA Sea Of Silence [VFT-WVF]",-16143.6,120,22946.5,Cumbuia BL-P e5-44,"DockingPermit: ALL+|+UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC850,"JEKYLL & HYDE [K6G-32Z]",4612.78,-127.406,13024.5,Greae Hype ON-F c37,"DockingPermit: ALL+|+UC, refuel, repair, socialspace, vistagenomics"
carrier,FC851,"bpfc athena [XBB-27Z]",5865.47,-550.25,20038.4,Eord Prau MK-E b29-7,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC852,"usn salty dogg ii [K6X-72H]",-1234.84,1374.78,2562.41,Braufae ZG-D d12-2,"DockingPermit: UNKNOWN+|+UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC853,"DSSA Squeenie Hut Jr. [V4N-3QF]",13322.7,-46.0625,-3035.72,Fedgie FN-Q d6-45,"DockingPermit: ALL+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC854,"TOO FAR OUT [K2Y-GKT]",-1937.69,-278.75,24978.1,Byoomi EM-T d4-4036,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC855,Multiple Fleet Carriers,-13590,0,4820,,"+|++|+the milk maid [GZK-NTM] -- Blie Eup CM-T c17-0+|+DockingPermit: UNKNOWN+|+(UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics)+|++|+EMMA VOYAGER [V9Z-WHT] -- Blie Eup CM-T c17-0+|+DockingPermit: ALL+|+(bartender, UC, rearm, refuel, repair, socialspace, vistagenomics)+|++|+DSSA Buurian Gold [XFZ-4TG] -- Blie Eup CM-T c17-0+|+DockingPermit: UNKNOWN+|+(bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption)+|++|+"
carrier,FC856,"SUI IURIS [V8M-80X]",458.25,-8.8125,287.094,Musca Dark Region IM-V c2-24,"DockingPermit: UNKNOWN+|+UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, redemption"
carrier,FC857,"STARLIGHT [XLK-35Y]",31064.1,-53.3438,6644.72,Lyroosms EA-K b1-2,"DockingPermit: ALL+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC858,"ECCS ROGER DE LLURIA [XNZ-29X]",-6869.41,334.781,14518,Froarsts KG-X d1-1165,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC859,Multiple Fleet Carriers,-5050,0,-5520,,"+|++|+RYANN MCENANY [H2Q-66Y] -- Soul Sector EL-Y d7+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace)+|++|+S.C.R.V CONQUERED DAWN [QNH-44Q] -- Soul Sector EL-Y d7+|+DockingPermit: UNKNOWN+|+(no services)+|++|+HMAS-AUSTRALIA [V6J-G9Q] -- Soul Sector EL-Y d7+|+DockingPermit: SQUADRONFRIENDS+|+(socialspace)+|++|+"
carrier,FC860,"Explorer's Bar & Grill [Q8J-0HW]",26874.2,-18.6875,-7473.59,Hypau Aec IO-Z d13-0,"DockingPermit: UNKNOWN+|+UC, livery, outfitting, rearm, refuel, repair, socialspace"
carrier,FC861,"NECFC Muninn [H2X-6XV]",-6759.34,-48.625,29166.2,Scaulou SZ-M d8-911,"DockingPermit: ALL+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC862,"HOBO WITH A SHOTGUN [Q7N-LKM]",-350.375,-245.531,-950.625,California Sector CQ-Y c5,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC863,"SWORD CROW [K2H-23X]",-358.375,-8.75,933.531,Mammon,"DockingPermit: UNKNOWN+|+socialspace, vistagenomics"
carrier,FC864,"STARGAZER ASCENDANT [LHW-4DZ]",-11254.1,-227.219,1882.34,Bla Eohm SB-P c8-1,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC865,"ADMIRAL F.F.USHAKOV [Q4B-10Y]",-3074.62,-208,-3095.5,Sleguae SF-I c12-32,"DockingPermit: UNKNOWN+|+UC, livery, outfitting, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC866,"Long road to ruin [TFQ-55Y]",9278.59,-584.594,-26.4688,Struedau IO-G d11-0,"DockingPermit: UNKNOWN+|+UC, rearm, refuel, repair, socialspace, vistagenomics"
carrier,FC867,"CONTROVERSY [Q7T-99Z]",906.719,-160,-78.875,Vela Dark Region DL-Y d23,"DockingPermit: UNKNOWN+|+bartender, blackmarket, UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC868,"YURI IVANOVICH MANIN [KLJ-49L]",905.938,-44.4062,-102.406,Vela Pulsar,"DockingPermit: UNKNOWN+|+bartender, blackmarket, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC869,"RUSSIAN RAIDERS [KFY-G3H]",900.156,-15.0312,27221.8,Eos Chrea QG-Y d8792,"DockingPermit: ALL+|+bartender, UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC870,"the many faced god [T7Z-21X]",901.188,-94.0938,4815.47,Hen 2-215,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC871,"PRINCESS CECILE [T6Y-LKJ]",-511.25,232.875,1671.09,Bleae Thua YC-U c3-8,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC872,"EXPLORANTE [H2X-9KH]",-12740.6,93.3125,21857.4,Screakue UR-C b54-29,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC873,"Tritium Transfer [X8V-6SZ]",-3222.66,-77,9795.94,Flyae Eaec KY-I b29-62,"DockingPermit: ALL+|+bartender, UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC874,Multiple Fleet Carriers,-3380,0,6910,,"+|++|+WHITE STAR [KHF-T4M] -- Rohini+|+DockingPermit: UNKNOWN+|+(socialspace)+|++|+SPUREN VON LEBEN [KHT-L6B] -- Rohini+|+DockingPermit: UNKNOWN+|+(UC, livery, outfitting, rearm, refuel, repair, shipyard, socialspace, redemption)+|++|+SANCTUARY [Q9Q-G3Q] -- Rohini+|+DockingPermit: UNKNOWN+|+(UC, rearm, refuel, repair, socialspace, redemption)+|++|+FC-GALLIMIMUS [V9Q-W8Z] -- Rohini+|+DockingPermit: UNKNOWN+|+(rearm, refuel, repair, socialspace, vistagenomics)+|++|+"
carrier,FC875,"[ARRC] PANDEMONA [T2J-63V]",-3371.69,759.625,27540.8,Phipoe YE-A g6,"DockingPermit: ALL+|+bartender, UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC876,"PRANQSTER'S PLAYPEN [H9Q-57F]",1100.75,-693.906,5724.94,Pyramio QH-U d3-5,"DockingPermit: ALL+|+UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC877,"ARK ROYAL [V4J-L9T]",1109.91,-375.25,-244.906,Col 173 Sector VM-O b21-1,"DockingPermit: ALL+|+UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC878,"FURNITURE U.S.A. [KBB-40Z]",8336.88,69.5625,36076.1,Weqeae HF-A d12,"DockingPermit: ALL+|+UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC879,"(NA12) Centaur [H7Z-1KF]",398.812,240.719,-1300.97,Outotz XU-O b48-0,"DockingPermit: UNKNOWN+|+bartender, UC, rearm, refuel, repair, shipyard, socialspace, vistagenomics"
carrier,FC880,"VASCO DA GAMA [V4L-6HK]",-8483.5,-98.5,56478.1,Blaa Gree KK-C d14-62,"DockingPermit: ALL+|+UC, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC881,"[QNH-77M]",8795.28,-10.5312,10682.9,Oofaih XF-R c4-20,"DockingPermit: UNKNOWN+|+bartender, blackmarket, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC882,"ATHENA PRONAIA [IEA] [K7Z-T1N]",3424.31,-1184.62,12875.4,Clookuia NN-B d13-9,"DockingPermit: ALL+|+bartender, UC, pioneersupplies, rearm, refuel, repair, socialspace, vistagenomics, redemption"
carrier,FC883,"[ENEX] HEBRIDEAN ISLES [Q1Y-99Z]",-5911,150.031,-3926.41,Gludgoe XL-K c22-2,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
carrier,FC884,"[EXO] Exologic Alpha [G3T-NTQ]",-12695.3,192.812,15348.3,Froall OF-O b48-5,"DockingPermit: UNKNOWN+|+bartender, UC, livery, outfitting, pioneersupplies, rearm, refuel, repair, shipyard, socialspace, vistagenomics, redemption"
guardian,GUARDIAN1,Guardian Sites,-995,0,13175,,
guardian,GUARDIAN2,Guardian Sites,-1015,0,13235,,
guardian,GUARDIAN3,Guardian Sites,-1035,0,13195,,
guardian,GUARDIAN4,Guardian Sites,-1035,0,13615,,
guardian,GUARDIAN5,Guardian Sites,-1045,0,13175,,
guardian,GUARDIAN6,Guardian Sites,-1045,0,13625,,
guardian,GUARDIAN7,Guardian Sites,-1095,0,13395,,
guardian,GUARDIAN8,Guardian Sites,-1095,0,13415,,
guardian,GUARDIAN9,Guardian Sites,-1155,0,13365,,
guardian,GUARDIAN10,Guardian Sites,-1155,0,13375,,
guardian,GUARDIAN11,Guardian Sites,-5475,0,10435,,
guardian,GUARDIAN12,Guardian Sites,-5475,0,10525,,
guardian,GUARDIAN13,Guardian Sites,-5515,0,10545,,
guardian,GUARDIAN14,Guardian Sites,-5525,0,10545,,
guardian,GUARDIAN15,Guardian Sites,-5545,0,10515,,
guardian,GUARDIAN16,Guardian Sites,-585,0,13285,,
guardian,GUARDIAN17,Guardian Sites,-615,0,13285,,
guardian,GUARDIAN18,Guardian Sites,-625,0,13255,,
guardian,GUARDIAN19,Guardian Sites,-635,0,13235,,
guardian,GUARDIAN20,Guardian Sites,-645,0,13285,,
guardian,GUARDIAN21,Guardian Sites,-665,0,13335,,
guardian,GUARDIAN22,Guardian Sites,-665,0,13345,,
guardian,GUARDIAN23,Guardian Sites,-675,0,13345,,
guardian,GUARDIAN24,Guardian Sites,-695,0,13365,,
guardian,GUARDIAN25,Guardian Sites,-725,0,13435,,
guardian,GUARDIAN26,Guardian Sites,-765,0,13435,,
guardian,GUARDIAN27,Guardian Sites,-815,0,13445,,
guardian,GUARDIAN28,Guardian Sites,-885,0,13555,,
guardian,GUARDIAN29,Guardian Sites,-895,0,13395,,
guardian,GUARDIAN30,Guardian Sites,-895,0,13525,,
guardian,GUARDIAN31,Guardian Sites,-905,0,13395,,
guardian,GUARDIAN32,Guardian Sites,-905,0,13535,,
guardian,GUARDIAN33,Guardian Sites,-915,0,13525,,
guardian,GUARDIAN34,Guardian Sites,-915,0,13545,,
guardian,GUARDIAN35,Guardian Sites,-9195,0,7915,,
guardian,GUARDIAN36,Guardian Sites,-9275,0,7815,,
guardian,GUARDIAN37,Guardian Sites,-925,0,13535,,
guardian,GUARDIAN38,Guardian Sites,-9295,0,7955,,
guardian,GUARDIAN39,Guardian Sites,-9305,0,7925,,
guardian,GUARDIAN40,Guardian Sites,-9305,0,7975,,
guardian,GUARDIAN41,Guardian Sites,-9325,0,7955,,
guardian,GUARDIAN42,Guardian Sites,-9325,0,7995,,
guardian,GUARDIAN43,Guardian Sites,-9375,0,7895,,
guardian,GUARDIAN44,Guardian Sites,-985,0,13145,,
guardian,GUARDIAN45,Guardian Sites,15,0,-5,,
guardian,GUARDIAN46,Guardian Sites,105,0,25,,
guardian,GUARDIAN47,Guardian Sites,1005,0,-135,,
guardian,GUARDIAN48,Guardian Sites,1005,0,-155,,
guardian,GUARDIAN49,Guardian Sites,1005,0,-165,,
guardian,GUARDIAN50,Guardian Sites,1005,0,-335,,
guardian,GUARDIAN51,Guardian Sites,1005,0,-445,,
guardian,GUARDIAN52,Guardian Sites,1005,0,-65,,
guardian,GUARDIAN53,Guardian Sites,1005,0,-75,,
guardian,GUARDIAN54,Guardian Sites,1015,0,-175,,
guardian,GUARDIAN55,Guardian Sites,1015,0,-195,,
guardian,GUARDIAN56,Guardian Sites,1015,0,-215,,
guardian,GUARDIAN57,Guardian Sites,1015,0,-75,,
guardian,GUARDIAN58,Guardian Sites,1025,0,-135,,
guardian,GUARDIAN59,Guardian Sites,1025,0,-165,,
guardian,GUARDIAN60,Guardian Sites,1025,0,-195,,
guardian,GUARDIAN61,Guardian Sites,1025,0,-205,,
guardian,GUARDIAN62,Guardian Sites,1025,0,-85,,
guardian,GUARDIAN63,Guardian Sites,1035,0,-25,,
guardian,GUARDIAN64,Guardian Sites,1035,0,-65,,
guardian,GUARDIAN65,Guardian Sites,1035,0,-85,,
guardian,GUARDIAN66,Guardian Sites,1045,0,-245,,
guardian,GUARDIAN67,Guardian Sites,1045,0,-45,,
guardian,GUARDIAN68,Guardian Sites,1045,0,-65,,
guardian,GUARDIAN69,Guardian Sites,1055,0,-35,,
guardian,GUARDIAN70,Guardian Sites,1065,0,-105,,
guardian,GUARDIAN71,Guardian Sites,1065,0,-255,,
guardian,GUARDIAN72,Guardian Sites,1065,0,-45,,
guardian,GUARDIAN73,Guardian Sites,1065,0,175,,
guardian,GUARDIAN74,Guardian Sites,1075,0,-95,,
guardian,GUARDIAN75,Guardian Sites,1075,0,-995,,
guardian,GUARDIAN76,Guardian Sites,1075,0,-105,,
guardian,GUARDIAN77,Guardian Sites,1075,0,-245,,
guardian,GUARDIAN78,Guardian Sites,1075,0,-375,,
guardian,GUARDIAN79,Guardian Sites,1075,0,-55,,
guardian,GUARDIAN80,Guardian Sites,1075,0,-85,,
guardian,GUARDIAN81,Guardian Sites,1075,0,175,,
guardian,GUARDIAN82,Guardian Sites,1075,0,225,,
guardian,GUARDIAN83,Guardian Sites,1085,0,15,,
guardian,GUARDIAN84,Guardian Sites,1085,0,45,,
guardian,GUARDIAN85,Guardian Sites,1095,0,-185,,
guardian,GUARDIAN86,Guardian Sites,1095,0,-235,,
guardian,GUARDIAN87,Guardian Sites,115,0,-95,,
guardian,GUARDIAN88,Guardian Sites,1105,0,-105,,
guardian,GUARDIAN89,Guardian Sites,1105,0,-125,,
guardian,GUARDIAN90,Guardian Sites,1105,0,-345,,
guardian,GUARDIAN91,Guardian Sites,1105,0,25,,
guardian,GUARDIAN92,Guardian Sites,1115,0,-205,,
guardian,GUARDIAN93,Guardian Sites,1115,0,-245,,
guardian,GUARDIAN94,Guardian Sites,1115,0,-415,,
guardian,GUARDIAN95,Guardian Sites,1125,0,-175,,
guardian,GUARDIAN96,Guardian Sites,1125,0,-215,,
guardian,GUARDIAN97,Guardian Sites,1125,0,-235,,
guardian,GUARDIAN98,Guardian Sites,1125,0,285,,
guardian,GUARDIAN99,Guardian Sites,1135,0,-15,,
guardian,GUARDIAN100,Guardian Sites,1145,0,-95,,
guardian,GUARDIAN101,Guardian Sites,1145,0,-115,,
guardian,GUARDIAN102,Guardian Sites,1145,0,-155,,
